setter_username,name,description,matching,angle,benchmark_difficulty,frames
tensionclimbing,Punching Down,No Matching,1,55,30,p304r8p319r8p437r8p551r6p554r6p567r8p618r6p679r7p689r8p701r8p762r6p774r5p794r8
Kevvcakes,They not like us,No matching,1,40,23,p335r7p530r6p552r8p705r5p712r8p719r6p740r6p766r6p767r6p795r8
limberlimb,ERELAS,No matching,1,40,19,p306r6p362r6p366r8p372r6p380r8p498r5p557r7p579r8p600r6p683r6p701r8
limberlimb,MIN-RAMMON,No matching,1,40,21,p312r6p327r8p351r5p438r5p557r7p564r6p579r8p585r8p697r6p730r6
limberlimb,AMON ANWAR,No matching,1,40,23,p327r8p348r8p366r5p429r6p430r6p459r6p581r5p631r6p739r6p741r8p758r7
Kevvcakes,First class up in the sky,No matching,1,40,22,p330r5p439r5p512r8p519r7p524r6p547r8p722r6p739r6
limberlimb,SAFFRON MARSH,No matching,1,40,22,p320r5p341r6p444r7p463r6p548r8p572r6p580r8p594r6p703r5p714r6p733r8
fartbiscuit,Al Pastor,No match,1,45,29,p337r8p347r6p456r6p475r7p556r6p576r6p703r5p748r8p751r5
limberlimb,PETALBURG BALANCE,No matching,1,40,21,p367r5p381r6p423r6p557r7p579r8p581r5p603r6p625r6p630r6p645r6p676r6
limberlimb,PETALBURG BALANCE,No matching,1,45,22,p367r5p381r6p423r6p557r7p579r8p581r5p603r6p625r6p630r6p645r6p676r6
caleb_justice,Copper Skull,no matching,1,40,26,p327r5p387r5p562r8p569r6p572r6p576r6p611r8p650r8p700r6p723r6p741r8p758r7
juancahisr,"Too hot, double session",,0,45,25,p311r6p335r6p468r8p591r5p617r6p636r7p713r5
wolfe,Hogtown Bodega,,0,50,27,p335r6p370r6p401r7p432r6p439r6p445r5p457r6p466r8p505r5p529r8
limberlimb,SUSUWATARI,No matching,1,40,23,p547r8p556r6p566r8p569r6p595r6p612r8p625r6p635r6p679r7p682r5p693r6p694r8p729r8p736r5
jaketiger111,Rain day 132,No matching,1,40,22,p304r8p327r8p484r8p494r5p568r8p569r6p570r6p601r6p620r8p634r6p635r6p664r7p713r5p722r6
limberlimb,Fabled Luster,No matching,1,45,22,p322r6p451r6p459r6p579r8p584r6p594r6p644r6p650r8p652r5p758r7p767r8
SamYau,Pink point,No match,1,40,24,p310r8p343r6p363r6p375r5p453r6p496r8p519r7p550r6p559r5p601r6p640r6p650r8p695r6
nick_climbe,Ged Sparrowhawk,No matching,1,45,29,p342r6p360r6p363r6p447r6p492r7p568r8p712r8p735r5p748r8
tensionclimbing,Sugar for the Pill,No matching,1,60,27,p457r6p498r8p501r6p550r8p573r6p617r6p619r8p662r6p664r7p695r6p703r8p733r8p735r5p744r6p772r8
tensionclimbing,Aja,,0,50,30,p328r6p340r6p394r5p416r5p495r6p499r6p560r6p571r6p579r8p679r7p733r8p760r8
tensionpb,Patterns pt. I,No matching.,1,45,25,p313r6p383r8p457r6p477r6p498r5p551r8p608r6p622r6p636r7p689r8p691r6p702r8
austin.h,Think About it,No matching.,1,45,29,p347r6p485r5p497r8p549r5p615r6p636r7p716r6p721r6p723r6
alistair,Free Education,No matching.,1,45,26,p322r6p351r5p452r6p551r6p557r7p611r8p650r8p739r6p763r8
maxhp08,Ignite,No matching.,1,45,25,p319r5p368r8p430r6p437r5p554r6p579r8p580r8p601r6p620r8p636r7p685r8p713r6p737r6p752r8
rnelson96,Clinical,No matching.,1,45,24,p336r8p348r8p473r6p551r6p569r6p580r8p583r6p652r5p744r6p774r8p784r7
claire.bennett,Effervescence,By Claire Bennett & Maddie Tze. No matching.,1,45,22,p348r8p353r6p386r8p404r8p406r6p461r8p552r6p570r6p603r6p611r8p613r5p637r8p658r8p679r7p737r8
limberlimb,COLD SNACKS,No matching.,1,40,23,p320r5p366r8p439r6p501r6p519r7p689r5p707r6p767r6p799r6
